english,igbo
where are you?,Ebee ka ị nọ?
they take good care of the livestock.,Ha na-elekọta anụ ụlọ nke ọma.
children should learn their language. tomorrow,Ụmụaka kwesịrị ịmụ asụsụ ha.
the employee got the job. today,Onye ọrụ ahụ nwetara ọrụ ahụ.
we am happy to meet you.,Obi dị m ụtọ izute gị.
people registered their names.,Ndị mmadụ debara aha ha.
we should respect different cultures. tomorrow,Anyị kwesịrị ịkwanyere omenala dị iche iche ùgwù.
yam is planted during the planting season.,A na-akụ ji n'oge opupu ihe ubi.
it is time to go.,Ọ bụ oge ịga.
i know. today,Ama m.
the teacher answered their questions.,Onye nkuzi zara ajụjụ ha.
the market research was helpful.,Nnyocha ahịa nyere aka.
the chicken laid an egg.,Ọkụkọ ahụ tọrọ akwa.
people gather at the place of worship. later,Ndị mmadụ na-ezukọ n'ebe ofufe.
the farmer clears the farm.,Onye ọrụ ugbo na-asacha ubi.
we advertised a new product.,Ha kpọsara ngwaahịa ọhụrụ.
hard work brings success. later,Ọrụ siri ike na-eweta ihe ịga nke ọma.
many people buy this product.,Ọtụtụ mmadụ na-azụ ngwaahịa a.
it is important to use water wisely.,Ọ dị mkpa iji mmiri mee ihe nke ọma.
where do you live?,Ebee ka ị bi?
the new law came into effect.,Iwu ọhụrụ ahụ malitere ịrụ ọrụ.
the people attended a community meeting.,Ndị mmadụ gara nzukọ obodo.
please say it again. tomorrow,Biko kwuo ya ọzọ.
the university lecturer taught the class. later,Onye nkuzi mahadum kụziri klaasị.
the people gave advice. today,Ndị mmadụ nyere ndụmọdụ.
the community leader has an important responsibility.,Onye isi obodo nwere ọrụ dị mkpa.
people were happy. tomorrow,Ndị mmadụ nwere obi ụtọ.
she has a new phone.,Ọ nwere ekwentị ọhụrụ.
the traditional celebration began in the morning. today,Emume ọdịnala ahụ malitere n'ụtụtụ.
the company sells products.,Ụlọ ọrụ ahụ na-ere ngwaahịa.
many people speak igbo at home. later,Ọtụtụ mmadụ na-asụ Igbo n'ụlọ.
faith gives many people hope. today,Okwukwe na-enye ọtụtụ mmadụ olileanya.
we celebrated happily.,Ha ji obi ụtọ mee emume ahụ.
hope is important during difficult times.,Olileanya dị mkpa n'oge nsogbu.
students study their culture. now,Ụmụ akwụkwọ na-amụ banyere omenala ha.
he went to a government office.,Ọ gara ụlọ ọrụ gọọmenti.
his work is good.,Ọrụ ya dị mma.
fever can be a sign of illness. tomorrow,Ahụ ọkụ nwere ike ịbụ ihe ịrịba ama nke ọrịa.
the farmer works hard.,Onye ọrụ ugbo na-arụsi ọrụ ike.
people need justice.,Ndị mmadụ chọrọ ikpe ziri ezi.
we need to purchase more food.,Anyị chọrọ ịzụtakwu nri.
culture teaches unity. tomorrow,Omenala na-akụzi ịdị n'otu.
it is important to use technology properly.,Ọ dị mkpa iji teknụzụ mee ihe nke ọma.
working together brings peace.,Ịrụkọ ọrụ ọnụ na-eweta udo.
the manager has a meeting.,Onye njikwa nwere nzukọ.
there are many things we can do. tomorrow,Ọtụtụ ihe ka anyị nwere ike ime.
they sold many products. today,Ha rere ọtụtụ ngwaahịa.
the people elected a new leader. tomorrow,Ndị mmadụ họpụtara onye isi ọhụrụ.
they gave money to the poor.,Ha nyere ndị ogbenye ego.
it is not good.,Ọ dịghị mma.
he went to the market.,Ọ gara ahịa.
the illness stopped after treatment.,Ọrịa ahụ kwụsịrị mgbe ọgwụgwọ gasịrị.
they used fertilizer to improve the soil. tomorrow,Ha ji fatịlaịza mee ka ala dị mma.
the farmer raises cattle.,Onye ọrụ ugbo na-azụ ehi.
the farmer detects disease in the plants.,Onye ọrụ ugbo na-achọpụta ọrịa n'osisi.
the farmer has experience. tomorrow,Onye ọrụ ugbo nwere ahụmahụ.
the farmer raises goats. later,Onye ọrụ ugbo na-azụ ewu.
the igbo people respect visitors. today,Ndị Igbo na-akwanyere ndị ọbịa ùgwù.
the harvest began.,Owuwe ihe ubi malitere.
the place of worship is near his house.,Ebe ofufe ahụ dị nso n'ụlọ ya.
charity work is important. later,Ịrụ ọrụ ebere dị mkpa.
she goes to a place of worship every week.,Ọ na-aga ebe ofufe kwa izu.
the farmer measured holes for the seeds. later,Onye ọrụ ugbo tụrụ oghere maka mkpụrụ.
the warehouse is full of maize.,Ụlọ nkwakọba ihe ahụ jupụtara n'ọka.
do you have time?,Ị nwere oge?
can you explain it?,Ị nwere ike ịkọwa ya?
the farmer stored the seeds in a safe place.,Onye ọrụ ugbo debere mkpụrụ n'ebe nchekwa.
the price of maize increased. tomorrow,Ọnụ ahịa ọka mụbara.
she sent the file.,Ọ zipụrụ faịlụ ahụ.
friends met at the place of worship. later,Ndị enyi zutere n'ebe ofufe.
they welcomed the visitor warmly. now,Ha nabatara ọbịa nke ọma.
we listened to the speech.,Ha gere okwu ahụ ntị.
people need to live in peace.,Ndị mmadụ chọrọ ibi n'udo.
they study mathematics.,Ha na-amụ mgbakọ na mwepụ.
equipment should be in good condition. tomorrow,Ngwá ọrụ kwesịrị ịdị mma.
the trader sells clothes. tomorrow,Onye na-ere ahịa na-ere uwe.
we do not like it.,Ọ masịghị m.
the company listened to customers' opinions.,Ụlọ ọrụ ahụ gere ntị n'echiche ndị ahịa.
the government supports education.,Gọọmenti na-akwado agụmakwụkwọ.
let us go.,Ka anyị gaa.
the community leader has an important responsibility. tomorrow,Onye isi obodo nwere ọrụ dị mkpa.
the office provides public services. today,Ụlọ ọrụ ahụ na-enye ọrụ ọha.
plants require sunlight.,Osisi chọrọ ìhè anyanwụ.
leaders should work for the people. tomorrow,Ndị isi kwesịrị ịrụ ọrụ maka ndị mmadụ.
do you know the answer? tomorrow,Ị ma azịza ya?
please sit down. now,Biko nọdụ ala.
it is important to follow the law. tomorrow,Ọ dị mkpa ịgbaso iwu.
we removed weeds from the farm.,Ha wepụrụ ahịhịa n'ubi.
we prepared the product for the customer.,Ha kwadebere ngwaahịa maka onye ahịa.
they gathered the harvest. today,Ha kpọkọtara ihe ubi.
they named the child after his grandfather.,Ha kpọrọ nwa ahụ aha nna nna ya.
people want to know how their money is used. now,Ndị mmadụ chọrọ ịma otú e si eji ego ha.
it is important to follow the law.,Ọ dị mkpa ịgbaso iwu.
read the book. tomorrow,Gụọ akwụkwọ ahụ.
meet you again.,Ka anyị hụ ọzọ.
it is bad. now,Ọ dị njọ.
machine learning is part of artificial intelligence. later,Ọmụmụ igwe bụ akụkụ nke ọgụgụ isi mmadụ.
he has a new phone.,Ọ nwere ekwentị ọhụrụ.
people work together. tomorrow,Ndị mmadụ na-arụkọ ọrụ ọnụ.
thank you.,Daalụ.
the students study the igbo language.,Ụmụ akwụkwọ na-amụ asụsụ Igbo.
they deposited money in the bank. now,Ha debere ego n'ụlọ akụ.
the entrepreneur started a new business. tomorrow,Onye ọchụnta ego malitere azụmahịa ọhụrụ.
they have faith. tomorrow,Ha nwere okwukwe.
the employee answered the customer's question.,Onye ọrụ zara ajụjụ onye ahịa.
i like it. later,Ọ masịrị m.
the work is still continuing.,Ọrụ ahụ ka na-aga n'ihu.
heavy rain can damage crops.,Oké mmiri ozuzo nwere ike imebi ihe ubi.
humility is a good quality.,Ịdị umeala n'obi bụ omume ọma.
our culture is something we should value.,Omenala anyị bụ ihe anyị kwesịrị iji kpọrọ ihe.
they sell food at the market.,Ha na-ere nri n'ahịa.
it is important to keep a password secret. now,Ọ dị mkpa izobe paswọọdụ.
technology helps community development.,Ụzụ na-enyere mmepe obodo aka.
water is important for crops.,Mmiri dị mkpa maka ihe ọkụkụ.
people can participate in the program.,Ndị mmadụ nwere ike isonye na mmemme ahụ.
the farmer bought maize seeds. today,Onye ọrụ ugbo zụtara mkpụrụ ọka.
the doctor told him to rest. later,Dọkịta gwara ya ka ọ zuru ike.
the internet helps students. tomorrow,Ịntanetị na-enyere ụmụ akwụkwọ aka.
they want to improve their service.,Ha chọrọ ime ka ọrụ ha ka mma.
my name is chinedu. tomorrow,Aha m bụ Chinedu.
email helps people send messages.,Email na-enyere ndị mmadụ izipu ozi.
love brings people together.,Ịhụnanya na-eme ka ndị mmadụ dịrị n'otu.
the farmer went to the farm.,Onye ọrụ ugbo gara n'ubi.
he takes the medicine twice a day. today,Ọ na-aṅụ ọgwụ ugboro abụọ n'ụbọchị.
they wrote down their lessons.,Ha debere ihe ọmụmụ ha.
online learning is popular.,Ọmụmụ ihe n'ịntanetị na-ewu ewu.
the citizens need jobs. later,Ndị obodo chọrọ ọrụ.
the price of yam decreased. today,Ọnụ ahịa ji dara.
people work together with the government. now,Ndị mmadụ na-arụkọ ọrụ na gọọmenti.
preserving culture helps future generations. today,Ịchekwa omenala na-enyere ọgbọ na-abịa aka.
talking to someone can help. later,Ịgwa mmadụ okwu nwere ike inye aka.
it is important to listen in class. now,Ọ dị mkpa ige ntị na klaasị.
it is nothing.,Ọ dịghị ihe.
she received his document.,Ọ natara akwụkwọ ya.
education helps a community develop.,Agụmakwụkwọ na-enyere obodo aka ito eto.
they prepared food for the visitors. today,Ha kwadebere nri maka ndị ọbịa.
the message arrived on time.,Ozi ahụ bịara n'oge.
the company opened a new branch. today,Ụlọ ọrụ ahụ mepere alaka ọhụrụ.
the company has a bank account.,Ụlọ ọrụ ahụ nwere akaụntụ ụlọ akụ.
the patient went to the hospital.,Onye ọrịa gara ụlọ ọgwụ.
it is important to consume different foods.,Ọ dị mkpa iri nri dị iche iche.
weeds damage crops.,Ahịhịa na-emebi ihe ọkụkụ.
i am well. now,Ọ dị m mma.
he has a headache.,Ọ na-arịa isi.
i am sleepy.,Ụra na-agụ m.
it is raining. later,Mmiri na-ezo.
we went to harvest the crops.,Anyị gara ịtụ ihe ubi.
they are laughing.,Ha na-achị ọchị.
you are wrong. later,Ị mehiere.
the teaching was useful.,Nkuzi ahụ bara uru.
i am sad.,Ana m enwe mwute.
they expect a good harvest.,Anyị na-atụ anya ezigbo owuwe ihe ubi.
farming is a source of income.,Ọrụ ugbo bụ isi iyi nke ego.
he is studying for his examination.,Ọ na-amụ maka ule ya.
the company pays expenses. tomorrow,Ụlọ ọrụ ahụ na-akwụ ụgwọ.
they should avoid sharing certain items.,Anyị kwesịrị izere ịkekọrịta ihe ụfọdụ.
please.,Biko.
he backs up his files.,Ọ na-echekwa faịlụ ya.
the children pray before they eat. now,Ụmụaka na-ekpe ekpere tupu ha erie nri.
i am sleeping.,Ana m ehi ụra.
i am afraid.,Atụrụ m egwu.
the teaching was useful. later,Nkuzi ahụ bara uru.
new technology appears every year.,Ụzụ ọhụrụ na-apụta kwa afọ.
the farmer is planting seeds.,Onye ọrụ ugbo na-akụ mkpụrụ.
we want to improve their service.,Ha chọrọ ime ka ọrụ ha ka mma.
where do you live?,Kedu ebe ị bi?
the price of the product is low. later,Ọnụ ahịa ngwaahịa ahụ dị ala.
send me a message. later,Zipụ m ozi.
he withdrew money from the bank.,Ọ wepụtara ego n'ụlọ akụ.
he has stomach pain. today,Ọ na-enwe ihe mgbu n'afọ.
i need to tell you something. later,Ọ dị m mkpa ịgwa gị ihe.
the student is reading a book.,Nwa akwụkwọ na-agụ akwụkwọ.
i am leaving now. now,Aga m aga ugbu a.
he built a website. tomorrow,Ọ wuru weebụsaịtị.
business is important for community development.,Azụmahịa dị mkpa maka mmepe obodo.
people seek peace.,Ndị mmadụ na-achọ udo.
close the door. now,Mechie ụzọ.
i do not understand.,Aghọtaghị m.
the question is difficult.,Ajụjụ ahụ siri ike.
people use music for celebrations. later,Ndị mmadụ na-eji egwu eme emume.
please stand up. tomorrow,Biko bilie.
livestock farming brings income.,Ọzụzụ anụ ụlọ na-eweta ego.
who called you?,Ònye kpọrọ gị?
arrive here.,Bịa ebe a.
they welcomed the visitor warmly.,Ha nabatara ọbịa nke ọma.
we am looking for my friend.,Ana m achọ enyi m.
we should work together.,Anyị kwesịrị ịrụkọ ọrụ ọnụ.
where are you going?,Ebee ka ị na-aga?
diabetes requires regular care.,Ọrịa shuga chọrọ nlekọta mgbe niile.
it is important to follow the doctor's instructions. tomorrow,Ọ dị mkpa ịgbaso ntụziaka dọkịta.
the police officers do their work.,Ndị uwe ojii na-arụ ọrụ ha.
where do you live? tomorrow,Ebee ka ị bi?
the examination was difficult. now,Ule ahụ siri ike.
the company pays expenses.,Ụlọ ọrụ ahụ na-akwụ ụgwọ.
the igbo people value family.,Ndị Igbo ji ezinụlọ kpọrọ ihe.
the new building is being constructed. now,Ụlọ ọhụrụ ahụ na-ewu.
the worship service lasted one hour.,Ofufe ahụ were otu awa.
they sold many products.,Ha rere ọtụtụ ngwaahịa.
children should travel to school.,Ụmụaka kwesịrị ịga ụlọ akwụkwọ.
"no, i do not need help.","Mba, achọghị m enyemaka."
go there. today,Gaa ebe ahụ.
people elect leaders.,Ndị mmadụ na-ahọpụta ndị isi.
the student failed the examination. tomorrow,Nwa akwụkwọ ahụ dara ule ahụ.
parents support education. today,Ndị nne na nna na-akwado agụmakwụkwọ.
the worship service started on time. later,Ofufe ahụ malitere n'oge.
they pray for their family.,Ha na-ekpe ekpere maka ezinụlọ ha.
the website is easy to use. now,Weebụsaịtị ahụ dị mfe iji.
people were happy.,Ndị mmadụ nwere obi ụtọ.
the government and the people should work together. today,Gọọmenti na ndị mmadụ kwesịrị ịrụkọ ọrụ ọnụ.
the worship service started on time.,Ofufe ahụ malitere n'oge.
we like it.,Ọ masịrị m.
healthy habits are important.,Omume ahụike dị mkpa.
the mother prays for her children. later,Nne na-ekpe ekpere maka ụmụ ya.
they started the work.,Ha malitere ọrụ ahụ.
it is important to register. today,Ọ dị mkpa ịdebanye aha.
the computer stopped working. tomorrow,Kọmputa ahụ kwụsịrị ịrụ ọrụ.
we want to drink water.,Achọrọ m ịṅụ mmiri.
he uses video to communicate.,Ọ na-eji vidio akparịta ụka.
the software is easy to use. later,Ngwanrọ ahụ dị mfe iji.
it is hot today. tomorrow,Ọ dị ọkụ taa.
i will send you a message. now,Aga m ezitere gị ozi.
the price of maize increased.,Ọnụ ahịa ọka mụbara.
"no, i do not have time. today","Mba, enweghị m oge."
i need water.,A chọrọ m mmiri.
the plan is for community development. tomorrow,Atụmatụ ahụ bụ maka mmepe obodo.
family members support one another.,Ndị ezinụlọ na-akwado ibe ha.
learning to code takes time.,Ịmụ koodu chọrọ oge.
they take good care of the livestock. tomorrow,Ha na-elekọta anụ ụlọ nke ọma.
the farmer stored the seeds in a safe place. now,Onye ọrụ ugbo debere mkpụrụ n'ebe nchekwa.
thank you.,Ekele dịrị gị.
the school opened in the morning.,Ụlọ akwụkwọ ahụ meghere n'ụtụtụ.
he downloaded a new application.,Ọ budatara ngwa ọhụrụ.
i am thirsty.,Akpịrị na-akpọ m nkụ.
the government collects taxes.,Gọọmenti na-anakọta ụtụ isi.
it is important to avoid too much stress. tomorrow,Ọ dị mkpa izere nrụgide dị ukwuu.
come here.,Abịala ebe a.
they play music during celebrations. later,Ha na-akpọ egwu n'oge emume.
it is important to learn new skills.,Ọ dị mkpa ịmụta nkà ọhụrụ.
the advertisement attracted many customers. today,Mgbasa ozi ahụ dọtara ọtụtụ ndị ahịa.
they deposited money in the bank.,Ha debere ego n'ụlọ akụ.
the student is preparing for an examination.,Nwa akwụkwọ ahụ na-akwadebe maka ule.
public schools provide education.,Ụlọ akwụkwọ ọha na-enye agụmakwụkwọ.
will you come tomorrow? tomorrow,Ị ga-abịa echi?
i am sleepy. later,Ụra na-agụ m.
they held an online meeting. tomorrow,Ha mere nzukọ n'ịntanetị.
elders teach children traditional stories.,Ndị okenye na-akụziri ụmụaka akụkọ ọdịnala.
religion is part of the lives of many people.,Okpukpe bụ akụkụ nke ndụ ọtụtụ mmadụ.
it is important to avoid things that harm the body. tomorrow,Ọ dị mkpa izere ihe ndị na-emebi ahụ.
sharing shows love.,Ịkekọrịta ihe na-egosi ịhụnanya.
they should listen to elders' advice.,Anyị kwesịrị ige ndụmọdụ ndị okenye ntị.
they learned new methods of planting.,Ha mụtara ụzọ ọhụrụ e si akụ ihe.
the government creates job opportunities.,Gọọmenti na-emepụta ohere ọrụ.
we am working.,Ana m arụ ọrụ.
domestic animals require food.,Anụ ụlọ chọrọ nri.
what is your name?,Kedu aha gị?
we want to buy more food.,Anyị chọrọ ịzụtakwu nri.
the farmer repaired his machine.,Onye ọrụ ugbo rụziri igwe ya.
he is at home. now,Ọ nọ n'ụlọ.
"yes, i have a phone. now","Ee, enwere m ekwentị."
the hospital has equipment. tomorrow,Ụlọ ọgwụ nwere akụrụngwa.
he took a photo with his phone.,Ọ sere foto site na ekwentị ya.
we held an online meeting.,Ha mere nzukọ n'ịntanetị.
research is important in education.,Nchọpụta dị mkpa na agụmakwụkwọ.
she came in the morning.,Ọ bịara n'ụtụtụ.
it is very good. later,Ọ dị mma nke ukwuu.
she thanks god every day.,Ọ na-ekele Chineke kwa ụbọchị.
the government manages the community. now,Gọọmenti na-elekọta obodo.
we wore traditional clothes.,Ha yi uwe ọdịnala.
music brings people together. tomorrow,Egwu na-ejikọta ndị mmadụ ọnụ.
the child has a fever.,Nwa ahụ nwere ahụ ọkụ.
technology helps people. later,Ụzụ na-enyere ndị mmadụ aka.
a lawyer helps people. today,Onye ọka iwu na-enyere ndị mmadụ aka.
they want to know what customers want.,Ha chọrọ ịmata ihe ndị ahịa chọrọ.
love and kindness make the world better. now,Ịhụnanya na obiọma na-eme ka ụwa ka mma.
can you tell me? today,Ị nwere ike ịgwa m?
we are planting vegetables.,Ha na-akụ akwụkwọ nri.
all children should receive education. today,Ụmụaka niile kwesịrị inweta agụmakwụkwọ.
sit down.,Nọdụ ala.
the administrator manages the database. now,Onye nchịkwa na-elekọta nchekwa data.
speak slowly.,Kwuo nwayọọ.
the students are writing.,Ụmụ akwụkwọ na-ede ihe.
people have different beliefs. now,Ndị mmadụ nwere nkwenkwe dị iche iche.
training helps farmers. tomorrow,Ọzụzụ na-enyere ndị ọrụ ugbo aka.
a computer is an important device.,Kọmputa bụ ngwaọrụ dị mkpa.
where is the book? now,Ebee ka akwụkwọ ahụ dị?
education helps a community develop. now,Agụmakwụkwọ na-enyere obodo aka ito eto.
i need to drink water.,Achọrọ m ịṅụ mmiri.
people should help one another. later,Ndị mmadụ kwesịrị inyere ibe ha aka.
we will see you later.,Aga m ahụ gị ma emechaa.
the music is enjoyable. today,Egwu ahụ na-atọ ụtọ.
the teacher asked a question. later,Onye nkuzi jụrụ ajụjụ.
the students attended the lecture.,Ụmụ akwụkwọ gara nkuzi.
the student passed the examination.,Nwa akwụkwọ ahụ gafere ule ahụ.
elders tell stories about the past.,Ndị okenye na-akọ akụkọ banyere oge gara aga.
we am leaving now.,Aga m aga ugbu a.
working together is a good tradition. today,Ịrụkọ ọrụ ọnụ bụ omenala dị mma.
the entrepreneur started a new business.,Onye ọchụnta ego malitere azụmahịa ọhụrụ.
come here. later,Bịa ebe a.
technology has advantages and disadvantages.,Ụzụ nwere uru na ọghọm.
many people seek a good life.,Ọtụtụ mmadụ na-achọ ndụ dị mma.
he came in the morning. tomorrow,Ọ bịara n'ụtụtụ.
protecting health is everyone's responsibility. later,Ịchekwa ahụike bụ ọrụ onye ọ bụla.
high blood pressure can be dangerous.,Ọbara mgbali elu nwere ike ịdị ize ndụ.
it is important to live in peace.,Ọ dị mkpa ibi ndụ n'udo.
the school opened in the morning. now,Ụlọ akwụkwọ ahụ meghere n'ụtụtụ.
we are here.,Anyị nọ ebe a.
working together helps students. later,Ịrụkọ ọrụ ọnụ na-enyere ụmụ akwụkwọ aka.
they used fertilizer to improve the soil.,Ha ji fatịlaịza mee ka ala dị mma.
they gave the family food.,Ha nyere ezinụlọ ahụ nri.
they use traditional items to prepare food. tomorrow,Ha na-eji ihe ọdịnala akwadebe nri.
i understand. later,Aghọtara m.
do you require anything?,Ị chọrọ ihe ọ bụla?
he has been coughing since yesterday. tomorrow,Ọ na-asụ ụkwara kemgbe ụnyaahụ.
the government made a new law. today,Gọọmenti mere iwu ọhụrụ.
the assistance helped the farmers.,Enyemaka ahụ nyere ndị ọrụ ugbo aka.
it is eight o'clock.,Ọ bụ elekere asatọ.
the student uses a pencil to write.,Nwa akwụkwọ ahụ na-eji pensụl ede ihe.
the students asked many questions. later,Ụmụ akwụkwọ jụrụ ọtụtụ ajụjụ.
a password protects an account. tomorrow,Paswọọdụ na-echekwa akaụntụ.
the patient should take his medicine.,Onye ọrịa kwesịrị ịṅụ ọgwụ ya.
it is important to avoid things that harm the body.,Ọ dị mkpa izere ihe ndị na-emebi ahụ.
we will send you a message.,Aga m ezitere gị ozi.
he has a new phone. tomorrow,Ọ nwere ekwentị ọhụrụ.
machines can work quickly.,Igwè nwere ike ịrụ ọrụ ngwa ngwa.
parents teach their children their beliefs.,Ndị nne na nna na-akụziri ụmụ ha nkwenkwe ha.
you are right. tomorrow,Ị kwuru eziokwu.
she has been coughing since yesterday.,Ọ na-asụ ụkwara kemgbe ụnyaahụ.
the government should listen to the people. tomorrow,Gọọmenti kwesịrị ige ndị mmadụ ntị.
travel there.,Gaa ebe ahụ.
i am happy to meet you.,Obi dị m ụtọ izute gị.
small businesses help families.,Obere azụmahịa na-enyere ezinụlọ aka.
the product is not good. today,Ngwaahịa ahụ adịghị mma.
the farmer sold his harvest.,Onye ọrụ ugbo rere ihe ubi ya.
the internet connects people.,Ịntanetị na-ejikọta ndị mmadụ.
the customer is not satisfied.,Onye ahịa enweghị afọ ojuju.
the entrepreneur borrowed money. later,Onye ọchụnta ego gbaziri ego.
modern methods make farming easier. tomorrow,Ụzọ ọgbara ọhụrụ na-eme ka ọrụ ugbo dị mfe.
the teacher gave advice. now,Onye nkuzi nyere ndụmọdụ.
he found an error in the code. tomorrow,Ọ chọtara njehie na koodu ahụ.
health workers work hard. today,Ndị ọrụ ahụike na-arụsi ọrụ ike.
people find comfort through religion. tomorrow,Ndị mmadụ na-enweta nkasi obi site n'okpukpe.
religion is part of the lives of many people. today,Okpukpe bụ akụkụ nke ndụ ọtụtụ mmadụ.
the town has a long history. tomorrow,Obodo ahụ nwere akụkọ ogologo.
the farmer works hard. now,Onye ọrụ ugbo na-arụsi ọrụ ike.
i love my family.,Ana m ahụ ezinụlọ m n'anya.
do you have a phone?,Ị nwere ekwentị?
the mother prays for her children.,Nne na-ekpe ekpere maka ụmụ ya.
we irrigate during the dry season.,Ha na-agba mmiri n'oge ọkọchị.
the employees arrived on time.,Ndị ọrụ bịara n'oge.
development requires the support of the people. today,Mmepe chọrọ nkwado nke ndị mmadụ.
the government provides drinking water.,Gọọmenti na-enye mmiri ọṅụṅụ.
we will plant crops tomorrow. now,Anyị ga-akụ ihe ọkụkụ echi.
it is important to respect others.,Ọ dị mkpa ịkwanyere ndị ọzọ ùgwù.
they helped the family. tomorrow,Ha nyere ezinụlọ ahụ aka.
internet security is important. tomorrow,Nchekwa ịntanetị dị mkpa.
smoking damages health.,Ise siga na-emebi ahụike.
the students understood the lesson.,Ụmụ akwụkwọ ghọtara ihe ọmụmụ ahụ.
the patient has a fever.,Onye ọrịa nwere ahụ ọkụ.
people remember special days.,Ndị mmadụ na-echeta ụbọchị pụrụ iche.
please stand up.,Biko bilie.
they started working early in the morning. tomorrow,Ha malitere ịrụ ọrụ n'isi ụtụtụ.
see you again. now,Ka anyị hụ ọzọ.
many people start small businesses.,Ọtụtụ ndị na-amalite obere azụmahịa.
we discussed community problems.,Ha kwurịtara banyere nsogbu obodo.
preserving culture helps future generations.,Ịchekwa omenala na-enyere ọgbọ na-abịa aka.
take care.,Jisie ike.
computer viruses can damage data.,Nje kọmputa nwere ike imebi data.
he learned something new.,Ọ mụtara ihe ọhụrụ.
we am here.,Anọ m ebe a.
people should live in love and peace. later,Ndị mmadụ kwesịrị ibi ndụ n'ịhụnanya na udo.
the government works to improve life. later,Gọọmenti na-arụ ọrụ iji meziwanye ndụ.
the business grew quickly. tomorrow,Azụmahịa ahụ toro ngwa ngwa.
the students attended the lecture. now,Ụmụ akwụkwọ gara nkuzi.
the court handles legal matters.,Ụlọ ikpe na-eleba anya n'okwu iwu.
he rests when he is tired.,Ọ na-ezu ike mgbe ọ gwụrụ ike.
justice is important in a community. now,Ikpe ziri ezi dị mkpa n'obodo.
i am thirsty. tomorrow,Akpịrị na-akpọ m nkụ.
we thanked god for the food.,Ha kelere Chineke maka nri.
young people support their culture.,Ndị ntorobịa na-akwado omenala ha.
dry soil does not help crops. now,Ala kpọrọ nkụ anaghị enyere ihe ọkụkụ aka.
they import products. later,Ha na-ebubata ngwaahịa.
technology is changing the world.,Ụzụ na-agbanwe ụwa.
handwashing prevents the spread of disease.,Ịsa aka na-egbochi mgbasa ọrịa.
parents support education.,Ndị nne na nna na-akwado agụmakwụkwọ.
the school teaches traditional history.,Ụlọ akwụkwọ ahụ na-akụzi akụkọ ọdịnala.
some jobs use machines.,Ụfọdụ ọrụ na-eji igwe eme ihe.
that bag of maize is heavy. later,Akpa ọka ahụ dị arọ.
it is not good. now,Ọ dịghị mma.
the town has many places of worship.,Obodo ahụ nwere ọtụtụ ebe ofufe.
technology makes work easier. today,Ụzụ na-eme ka ọrụ dị mfe.
goodbye. today,Ka ọ dị.
music brings people together.,Egwu na-ejikọta ndị mmadụ ọnụ.
i am sleeping. today,Ana m ehi ụra.
it is bad.,Ọ dị njọ.
healthy habits are important. later,Omume ahụike dị mkpa.
the farmers work on the farm.,Ndị ọrụ ugbo na-arụ ọrụ n'ubi.
he paid the debt on time.,Ọ kwụrụ ụgwọ ahụ n'oge.
they discussed the business.,Ha kwurịtara banyere azụmahịa.
she uses technology for learning.,Ọ na-eji teknụzụ eme mmụta.
the student presented his work.,Nwa akwụkwọ ahụ gosipụtara ọrụ ya.
i have a question. today,Enwere m ajụjụ.
it is important to use public money properly.,Ọ dị mkpa iji ego ọha mee ihe nke ọma.
water helps the body. now,Mmiri na-enyere ahụ aka.
the error caused the program to stop. now,Njehie ahụ mere ka mmemme kwụsị.
the error caused the program to stop.,Njehie ahụ mere ka mmemme kwụsị.
the government issues licenses. tomorrow,Gọọmenti na-enye akwụkwọ ikike.
what are you doing? later,Kedu ihe ị na-eme?
they should respect people with different beliefs.,Anyị kwesịrị ịkwanyere ndị nwere nkwenkwe dị iche ùgwù.
the doctor examines the patient. tomorrow,Dọkịta na-enyocha onye ọrịa.
he replied to the email. today,Ọ zara email ahụ.
she received the file.,Ọ natara faịlụ ahụ.
what are you doing?,Kedu ihe ị na-eme?
the patient needs another test.,Onye ọrịa chọrọ nyocha ọzọ.
you are wrong.,Ị mehiere.
many people depend on small businesses.,Ọtụtụ mmadụ na-adabere n'obere azụmahịa.
the tractor ploughs the land.,Traktọ ahụ na-akọ ala.
"yes, i will come.","Ee, aga m abịa."
elders teach good behavior. today,Ndị okenye na-akụzi ezi omume.
the price changed. today,Ọnụ ahịa ahụ gbanwere.
the company conducts market research. later,Ụlọ ọrụ ahụ na-eme nyocha ahịa.
she uses video to communicate.,Ọ na-eji vidio akparịta ụka.
studying helps students.,Ịgụ akwụkwọ na-enyere ụmụ akwụkwọ aka.
the women wore beautiful clothing. today,Ndị inyom yi akwa mara mma.
the future will be good. later,Ọdịnihu ga-adị mma.
the students study at home. tomorrow,Ụmụ akwụkwọ na-amụ ihe n'ụlọ.
sorry.,Ndo.
she is learning a programming language.,Ọ na-amụ asụsụ mmemme.
the service is fast and good. later,Ọrụ ahụ dị ngwa ma dị mma.
the worker repaired the computer.,Onye ọrụ ahụ rụziri kọmputa.
take care. now,Jisie ike.
the night is quiet. now,Abalị dị jụụ.
he is at home.,Ọ nọ n'ụlọ.
healthcare helps people live longer lives.,Nlekọta ahụike na-enyere ndị mmadụ aka ibi ndụ ogologo.
the students are doing well.,Ụmụ akwụkwọ na-eme nke ọma.
people wear traditional clothing for celebrations. today,Ndị mmadụ na-eji akwa eme emume.
